,year,stateTerritory,ScientificName,CommonName,EPBCThreatStatus,occurrenceCount
0,1970,ACT,Aythya australis,Hardhead,Present,2
1,1970,ACT,Chloebia gouldiae,Gouldian Finch,Endangered,1
2,1970,ACT,Chroicocephalus novaehollandiae,Silver Gull,Present,3
3,1970,ACT,Eulamprus heatwolei,Yellow-bellied /water-skink,Present,1
4,1970,ACT,Maccullochella macquariensis,Trout Cod,Endangered,1
5,1970,ACT,Maccullochella peelii,Murray Cod,Vulnerable,4
6,1970,ACT,Myiagra cyanoleuca,Satin Flycatcher,Present,2
7,1970,ACT,Nyctophilus gouldi,Gould's Long-eared Bat,Present,1
8,1970,ACT,Ornithorhynchus anatinus,Platypus,Present,5
9,1970,ACT,Pachycephala olivacea,Olive Whistler,Present,9
10,1970,ACT,Parvipsitta pusilla,Little Lorikeet,Present,2
11,1970,ACT,Petroica boodang,Scarlet Robin,Present,2
12,1970,ACT,Petroica phoenicea,Flame Robin,Present,20
13,1970,ACT,Pseudemoia rawlinsoni,Glossy Grass Skink,Present,2
14,1970,ACT,Pycnoptilus floccosus,Pilotbird,Vulnerable,16
15,1970,ACT,Rattus villosissimus,Long-haired Rat,Present,1
16,1970,ACT,Rhipidura rufifrons,Rufous Fantail,Present,34
17,1970,NSW,Acanthophis antarcticus,Common Death Adder,Present,5
18,1970,NSW,Accipiter novaehollandiae,Grey Goshawk,Present,8
19,1970,NSW,Acrobates pygmaeus,Feathertail Glider,Present,4
20,1970,NSW,Actitis hypoleucos,Common Sandpiper,Present,3
21,1970,NSW,Adelotus brevis,Tusked Frog,Present,10
22,1970,NSW,Aepyprymnus rufescens,Rufous Bettong,Present,1
23,1970,NSW,Ambassis agassizii,Agassiz's Glassfish,Present,2
24,1970,NSW,Amytornis barbatus,Grey Grasswren,Present,1
25,1970,NSW,Anous stolidus,Common Noddy,Present,1
26,1970,NSW,Anseranas semipalmata,Magpie Goose,Present,1
27,1970,NSW,Antechinus agilis,Agile Antechinus,Present,18
28,1970,NSW,Antechinus flavipes,Yellow-footed Antechinus,Present,2
29,1970,NSW,Anthochaera phrygia,Regent Honeyeater,Critically Endangered,17
30,1970,NSW,Aphelocephala leucopsis,Southern Whiteface,Vulnerable,30
31,1970,NSW,Apus pacificus,Fork-tailed Swift,Present,3
32,1970,NSW,Arctocephalus pusillus,Australian Fur-seal,Present,1
33,1970,NSW,Ardea alba,Great Egret,Present,2
34,1970,NSW,Ardea intermedia,Intermediate Egret,Present,5
35,1970,NSW,Ardenna bulleri,Buller's Shearwater,Present,2
36,1970,NSW,Ardenna carneipes,Flesh-footed Shearwater,Present,2
37,1970,NSW,Ardenna grisea,Sooty Shearwater,Vulnerable,5
38,1970,NSW,Ardenna pacifica,Wedge-tailed Shearwater,Present,67
39,1970,NSW,Ardenna tenuirostris,Short-tailed Shearwater,Present,9
40,1970,NSW,Ardeotis australis,Australian Bustard,Present,2
41,1970,NSW,Arenaria interpres,Ruddy Turnstone,Vulnerable,1
42,1970,NSW,Argynnis hyperbius,Laced Fritillary,Present,1
43,1970,NSW,Atrichornis rufescens,Rufous Scrub-bird,Endangered,1
44,1970,NSW,Aythya australis,Hardhead,Present,86
45,1970,NSW,Botaurus poiciloptilus,Australasian Bittern,Endangered,3
46,1970,NSW,Bubulcus ibis,Cattle Egret,Present,13
47,1970,NSW,Burhinus grallarius,Bush Stone-curlew,Present,2
48,1970,NSW,Burramys parvus,Mountain Pygmy-possum,Endangered,10
49,1970,NSW,Calamanthus fuliginosus,Striated Fieldwren,Present,1
50,1970,NSW,Calidris acuminata,Sharp-tailed Sandpiper,Vulnerable,17
51,1970,NSW,Calidris ferruginea,Curlew Sandpiper,Critically Endangered,3
52,1970,NSW,Calidris ruficollis,Red-necked Stint,Present,6
53,1970,NSW,Callocephalon fimbriatum,Gang-gang Cockatoo,Endangered,61
54,1970,NSW,Calyptorhynchus lathami,Glossy Black-Cockatoo,Present,10
55,1970,NSW,Canis familiaris,Domestic Dog,Present,10
56,1970,NSW,Carterornis leucotis,White-eared Monarch,Present,5
57,1970,NSW,Cercartetus nanus,Eastern Pygmy-possum,Present,8
58,1970,NSW,Certhionyx variegatus,Pied Honeyeater,Present,1
59,1970,NSW,Ceyx azureus,Azure Kingfisher,Present,17
60,1970,NSW,Chalinolobus picatus,Little Pied Bat,Present,1
61,1970,NSW,Charadrius bicinctus,Double-banded Plover,Present,4
62,1970,NSW,Charadrius leschenaultii,Greater Sand Plover,Vulnerable,1
63,1970,NSW,Charadrius mongolus,Lesser Sand Plover,Endangered,2
64,1970,NSW,Chelodina expansa,Broad-Shelled River Turtle,Present,1
65,1970,NSW,Chelonia mydas,Green Turtle,Vulnerable,1
66,1970,NSW,Chlidonias hybrida,Whiskered Tern,Present,5
67,1970,NSW,Chroicocephalus novaehollandiae,Silver Gull,Present,30
68,1970,NSW,Circus assimilis,Spotted Harrier,Present,7
69,1970,NSW,Cladorhynchus leucocephalus,Banded Stilt,Present,1
70,1970,NSW,Climacteris picumnus,Brown Treecreeper,Present,40
71,1970,NSW,Coeranoscincus reticulatus,Three-toed Snake-tooth Skink,Vulnerable,1
72,1970,NSW,Coracina maxima,Ground Cuckoo-shrike,Present,2
73,1970,NSW,Crinia sloanei,Sloane's Froglet,Endangered,1
74,1970,NSW,Cuculus optatus,Oriental Cuckoo,Present,3
75,1970,NSW,Daphoenositta chrysoptera,Varied Sittella,Present,6
76,1970,NSW,Daption capense,Cape Petrel,Present,2
77,1970,NSW,Dasyornis brachypterus,Eastern Bristlebird,Endangered,1
78,1970,NSW,Dasyurus maculatus,Spotted-tailed Quoll,Present,6
79,1970,NSW,Dasyurus viverrinus,Eastern Quoll,Endangered,1
80,1970,NSW,Diomedea exulans,Wandering Albatross,Vulnerable,6
81,1970,NSW,Egernia cunninghami,Cunningham's Skink,Present,4
82,1970,NSW,Egretta garzetta,Little Egret,Present,5
83,1970,NSW,Emydura macquarii,Murray Turtle,Present,21
84,1970,NSW,Ephippiorhynchus asiaticus,Black-necked Stork,Present,7
85,1970,NSW,Epthianura albifrons,White-fronted Chat,Present,13
86,1970,NSW,Eudyptula minor,Little Penguin,Present,6
87,1970,NSW,Eulamprus heatwolei,Yellow-bellied /water-skink,Present,20
88,1970,NSW,Falco hypoleucos,Grey Falcon,Vulnerable,2
89,1970,NSW,Falco peregrinus,Peregrine Falcon,Present,18
90,1970,NSW,Falco subniger,Black Falcon,Present,21
91,1970,NSW,Falsistrellus tasmaniensis,Eastern Falsistrelle,Present,5
92,1970,NSW,Fregetta grallaria,White-bellied Storm-Petrel,Present,1
93,1970,NSW,Furina diadema,Red-naped Snake,Present,2
94,1970,NSW,Gallinago hardwickii,Latham's Snipe,Vulnerable,103
95,1970,NSW,Gavicalis fasciogularis,Mangrove Honeyeater,Present,1
96,1970,NSW,Gazameda gunnii,Gunn's Screw Shell,Present,1
97,1970,NSW,Gelochelidon nilotica,Gull-billed Tern,Present,7
98,1970,NSW,Geopelia cuneata,Diamond Dove,Present,2
99,1970,NSW,Gobiomorphus coxii,Cox's Gudgeon,Present,4
100,1970,NSW,Grantiella picta,Painted Honeyeater,Vulnerable,1
101,1970,NSW,Gygis alba,White Tern,Present,5
102,1970,NSW,Hadrachaeta aspeta,marine worm,Present,1
103,1970,NSW,Haematopus fuliginosus,Sooty Oystercatcher,Present,8
104,1970,NSW,Haematopus longirostris,Pied Oystercatcher,Present,9
105,1970,NSW,Haliaeetus leucogaster,White-bellied Sea-Eagle,Present,18
106,1970,NSW,Harrisoniascincus zia,Rainforest Cool-skink,Vulnerable,1
107,1970,NSW,Heleioporus australiacus,Giant Burrowing Frog,Present,8
108,1970,NSW,Hieraaetus morphnoides,Little Eagle,Present,12
109,1970,NSW,Hippocampus abdominalis,Big-belly Seahorse,Present,1
110,1970,NSW,Hippocampus whitei,White's Seahorse,Endangered,1
111,1970,NSW,Hirundapus caudacutus,White-throated Needletail,Vulnerable,24
112,1970,NSW,Hoplocephalus bungaroides,Broad-headed Snake,Endangered,4
113,1970,NSW,Hoplocephalus stephensii,Stephens' Banded Snake,Present,1
114,1970,NSW,Hydroprogne caspia,Caspian Tern,Present,7
115,1970,NSW,Hydrurga leptonyx,Leopard Seal,Present,1
116,1970,NSW,Hylacola pyrrhopygia,Chestnut-rumped Heathwren,Present,6
117,1970,NSW,Hypocysta adiante,Darwin Ringlet,Present,1
118,1970,NSW,Hypseleotris compressa,Empire Gudgeon,Present,7
119,1970,NSW,Irediparra gallinacea,Comb-crested Jacana,Present,3
120,1970,NSW,Isoodon obesulus,Southern Brown Bandicoot,Present,3
121,1970,NSW,Isurus oxyrinchus,Shortfin Mako,Present,1
122,1970,NSW,Ixobrychus flavicollis,Black Bittern,Present,6
123,1970,NSW,Lalage tricolor,White-winged Triller,Present,1
124,1970,NSW,Larus dominicanus,Kelp Gull,Present,2
125,1970,NSW,Lathamus discolor,Swift Parrot,Critically Endangered,8
126,1970,NSW,Leipoa ocellata,Malleefowl,Vulnerable,3
127,1970,NSW,Lerista muelleri,a skink,Present,1
128,1970,NSW,Lewinia pectoralis,Lewin's Rail,Present,1
129,1970,NSW,Limnodynastes interioris,Giant Banjo Frog,Present,34
130,1970,NSW,Limnodynastes peronii,Brown-striped Frog,Present,9
131,1970,NSW,Limosa lapponica,Bar-tailed Godwit,Present,6
132,1970,NSW,Limosa limosa,Black-tailed Godwit,Endangered,3
133,1970,NSW,Litoria aurea,Green and Golden Bell Frog,Vulnerable,12
134,1970,NSW,Litoria booroolongensis,Booroolong Frog,Endangered,29
135,1970,NSW,Litoria brevipalmata,Green-Thighed Frog,Present,2
136,1970,NSW,Litoria freycineti,Freycinet's Frog,Present,10
137,1970,NSW,Litoria littlejohni,Northern Heath Frog,Endangered,1
138,1970,NSW,Litoria pearsoniana,Pearson's Stream Frog,Present,1
139,1970,NSW,Litoria raniformis,Southern Bell Frog,Vulnerable,2
140,1970,NSW,Lophochroa leadbeateri,Major Mitchell's Cockatoo,Present,10
141,1970,NSW,Lophoictinia isura,Square-tailed Kite,Present,2
142,1970,NSW,Maccullochella macquariensis,Trout Cod,Endangered,5
143,1970,NSW,Maccullochella peelii,Murray Cod,Vulnerable,11
144,1970,NSW,Macquaria australasica,Macquarie Perch,Endangered,8
145,1970,NSW,Macronectes giganteus,Southern Giant-Petrel,Endangered,1
146,1970,NSW,Macropus fuliginosus,Western Grey Kangaroo,Present,7
147,1970,NSW,Macropus giganteus,Eastern Grey Kangaroo,Present,8
148,1970,NSW,Mastacomys fuscus,Broad-toothed Rat,Present,43
149,1970,NSW,Melanodryas cucullata,Hooded Robin,Present,15
150,1970,NSW,Melanotaenia fluviatilis,Murray River Rainbowfish,Present,3
151,1970,NSW,Menura alberti,Albert's Lyrebird,Present,7
152,1970,NSW,Meridolum corneovirens,Cumberland Land Snail,Present,1
153,1970,NSW,Merops ornatus,Rainbow Bee-eater,Present,32
154,1970,NSW,Miniopterus australis,Little Bent-winged Bat,Present,15
155,1970,NSW,Mixophyes balbus,Stuttering Frog,Vulnerable,1
156,1970,NSW,Mixophyes iteratus,Giant Barred Frog,Vulnerable,4
157,1970,NSW,Monarcha melanopsis,Black-faced Monarch,Present,15
158,1970,NSW,Morelia spilota,Diamond Python,Present,12
159,1970,NSW,Morethia adelaidensis,Saltbush Morethia Skink,Present,3
160,1970,NSW,Morus serrator,Australasian Gannet,Present,3
161,1970,NSW,Mugilogobius platynotus,Flatback Mangrovegoby,Present,3
162,1970,NSW,Myiagra cyanoleuca,Satin Flycatcher,Present,8
163,1970,NSW,Myotis macropus,Large-footed Myotis,Present,3
164,1970,NSW,Neophema chrysostoma,Blue-winged Parrot,Vulnerable,2
165,1970,NSW,Neophema pulchella,Turquoise Parrot,Present,17
166,1970,NSW,Ninox connivens,Barking Owl,Present,2
167,1970,NSW,Ninox strenua,Powerful Owl,Present,12
168,1970,NSW,Notamacropus parma,Parma Wallaby,Vulnerable,1
169,1970,NSW,Notopala sublineata,Darling River Snail,Present,1
170,1970,NSW,Numenius madagascariensis,Eastern Curlew,Critically Endangered,11
171,1970,NSW,Numenius minutus,Little Curlew,Present,1
172,1970,NSW,Numenius phaeopus,Whimbrel,Present,4
173,1970,NSW,Nyctophilus gouldi,Gould's Long-eared Bat,Present,1
174,1970,NSW,Onychoprion fuscatus,Sooty Tern,Present,1
175,1970,NSW,Oreoica gutturalis,Crested Bellbird,Present,2
176,1970,NSW,Ornithoptera richmondia,Richmond Birdwing,Present,2
177,1970,NSW,Ornithorhynchus anatinus,Platypus,Present,74
178,1970,NSW,Oryctolagus cuniculus,Rabbit,Present,2
179,1970,NSW,Osphranter robustus,Common Wallaroo,Present,2
180,1970,NSW,Osphranter rufus,Red Kangaroo,Present,4
181,1970,NSW,Oxyura australis,Blue-billed Duck,Present,27
182,1970,NSW,Pachycephala inornata,Gilbert's Whistler,Present,2
183,1970,NSW,Pachycephala olivacea,Olive Whistler,Present,2
184,1970,NSW,Pachyptila turtur,Fairy Prion,Present,1
185,1970,NSW,Pandion haliaetus,Osprey,Present,1
186,1970,NSW,Parvipsitta pusilla,Little Lorikeet,Present,9
187,1970,NSW,Pedionomus torquatus,Plains-wanderer,Critically Endangered,1
188,1970,NSW,Pelagodroma marina,White-faced Storm-Petrel,Present,2
189,1970,NSW,Perameles nasuta,Southern Long-nosed Bandicoot,Present,11
190,1970,NSW,Petauroides volans,Greater Glider (southern and central),Endangered,2
191,1970,NSW,Petaurus australis,Yellow-bellied Glider,Present,5
192,1970,NSW,Petaurus norfolcensis,Squirrel Glider,Present,8
193,1970,NSW,Petrogale penicillata,Brush-tailed Rock-wallaby,Vulnerable,8
194,1970,NSW,Petroica boodang,Scarlet Robin,Present,16
195,1970,NSW,Petroica phoenicea,Flame Robin,Present,417
196,1970,NSW,Petroica rodinogaster,Pink Robin,Present,2
197,1970,NSW,Pezoporus wallicus,Eastern Ground Parrot,Present,14
198,1970,NSW,Phaethon rubricauda,Red-tailed Tropicbird,Present,2
199,1970,NSW,Phascogale tapoatafa,Brush-tailed Phascogale,Present,3
200,1970,NSW,Phascolarctos cinereus,Koala,Present,109
201,1970,NSW,Philoria sphagnicola,Sphagnum Frog,Vulnerable,3
202,1970,NSW,Planigale gilesi,Paucident Planigale,Present,1
203,1970,NSW,Pluvialis fulva,Pacific Golden Plover,Present,5
204,1970,NSW,Pluvialis squatarola,Grey Plover,Vulnerable,3
205,1970,NSW,Podargus ocellatus,Marbled Frogmouth,Present,5
206,1970,NSW,Podiceps cristatus,Great Crested Grebe,Present,18
207,1970,NSW,Polytelis swainsonii,Superb Parrot,Vulnerable,18
208,1970,NSW,Pomatostomus temporalis,Grey-crowned Babbler,Present,17
209,1970,NSW,Potorous tridactylus,Long-nosed Potoroo,Present,18
210,1970,NSW,Pseudomys novaehollandiae,New Holland Mouse,Vulnerable,17
211,1970,NSW,Pseudonaja modesta,Ringed Brown Snake,Present,1
212,1970,NSW,Pseudophryne australis,Red-crowned Toadlet,Present,7
213,1970,NSW,Pseudophryne bibronii,Brown Toadlet,Present,18
214,1970,NSW,Pterodroma leucoptera,Gould's Petrel,Present,18
215,1970,NSW,Pterodroma macroptera,Great-winged Petrel,Present,1
216,1970,NSW,Pterodroma nigripennis,Black-winged Petrel,Present,2
217,1970,NSW,Pteropus poliocephalus,Grey-headed Flying-fox,Vulnerable,3
218,1970,NSW,Ptilinopus magnificus,Wompoo Fruit-Dove,Present,15
219,1970,NSW,Ptilinopus regina,Rose-crowned Fruit-Dove,Present,21
220,1970,NSW,Ptilinopus superbus,Superb Fruit-Dove,Present,3
221,1970,NSW,Puffinus gavia,Fluttering Shearwater,Present,1
222,1970,NSW,Pycnoptilus floccosus,Pilotbird,Vulnerable,5
223,1970,NSW,Rattus sordidus,Canefield Rat,Present,1
224,1970,NSW,Rhinolophus megaphyllus,Eastern Horseshoe-bat,Present,3
225,1970,NSW,Rhipidura rufifrons,Rufous Fantail,Present,57
226,1970,NSW,Rostratula australis,Australian Painted Snipe,Endangered,4
227,1970,NSW,Stagonopleura guttata,Diamond Firetail,Vulnerable,6
228,1970,NSW,Stenella attenuata,Spotted Dolphin,Present,1
229,1970,NSW,Steno bredanensis,Rough-toothed Dolphin,Present,1
230,1970,NSW,Stercorarius antarcticus,Brown Skua,Present,1
231,1970,NSW,Stercorarius pomarinus,Pomarine Jaeger,Present,1
232,1970,NSW,Sterna hirundo,Common Tern,Present,3
233,1970,NSW,Sternula albifrons,Little Tern,Vulnerable,5
234,1970,NSW,Stictonetta naevosa,Freckled Duck,Present,4
235,1970,NSW,Stigmatopora nigra,Widebody Pipefish,Present,1
236,1970,NSW,Stipiturus malachurus,Southern Emu-wren,Present,10
237,1970,NSW,Struthidea cinerea,Apostlebird,Present,14
238,1970,NSW,Suta flagellum,Little Whip Snake,Present,2
239,1970,NSW,Suta spectabilis,Mallee Black-headed Snake,Present,1
240,1970,NSW,Syconycteris australis,Eastern Blossom Bat,Present,1
241,1970,NSW,Symposiachrus trivirgatus,Spectacled Monarch,Present,2
242,1970,NSW,Tachyglossus aculeatus,Short-beaked Echidna,Present,14
243,1970,NSW,Tadorna tadornoides,Australian Shelduck,Present,1455
244,1970,NSW,Tandanus tandanus,Freshwater Catfish,Present,3
245,1970,NSW,Telicota eurychlora,Dingy Darter,Present,2
246,1970,NSW,Thalassarche melanophris,Black-browed Albatross,Vulnerable,4
247,1970,NSW,Thalasseus bergii,Greater Crested Tern,Present,11
248,1970,NSW,Thinornis cucullatus,Hooded Plover,Present,3
249,1970,NSW,Todiramphus chloris,Collared Kingfisher,Present,1
250,1970,NSW,Trachystoma petardi,Pinkeye Mullet,Present,2
251,1970,NSW,Tringa glareola,Wood Sandpiper,Present,3
252,1970,NSW,Tringa nebularia,Common Greenshank,Endangered,7
253,1970,NSW,Tringa stagnatilis,Marsh Sandpiper,Present,2
254,1970,NSW,Turnix melanogaster,Black-breasted Button-quail,Vulnerable,1
255,1970,NSW,Turnix pyrrhothorax,Red-chested Button-quail,Present,8
256,1970,NSW,Tympanocryptis lineata,Canberra Grassland Earless Dragon,Critically Endangered,1
257,1970,NSW,Tyto novaehollandiae,Masked Owl,Present,8
258,1970,NSW,Tyto tenebricosa,Sooty Owl,Present,7
259,1970,NSW,Urocampus carinirostris,Hairy Pipefish,Present,2
260,1970,NSW,Vermicella annulata,Bandy Bandy (snake),Present,2
261,1970,NSW,Vombatus ursinus,Bare-nosed Wombat,Present,4
262,1970,NSW,Vulpes vulpes,Red Fox,Present,31
263,1970,NSW,Wallabia bicolor,Swamp Wallaby,Present,4
264,1970,NSW,Xenus cinereus,Terek Sandpiper,Vulnerable,4
265,1970,NSW,Zanda funerea,Yellow-tailed Black-Cockatoo,Present,6
266,1970,NT,Acanthophis antarcticus,Common Death Adder,Present,1
267,1970,NT,Accipiter novaehollandiae,Grey Goshawk,Present,1
268,1970,NT,Actitis hypoleucos,Common Sandpiper,Present,2
269,1970,NT,Amalosia rhombifer,Zigzag Velvet Gecko,Present,1
270,1970,NT,Ambassis agassizii,Agassiz's Glassfish,Present,1
271,1970,NT,Anilios endoterus,Interior Blind Snake,Present,1
272,1970,NT,Anseranas semipalmata,Magpie Goose,Present,2
273,1970,NT,Antaresia childreni,Children's Python,Present,1
274,1970,NT,Apus pacificus,Fork-tailed Swift,Present,1
275,1970,NT,Ardea alba,Great Egret,Present,4
276,1970,NT,Ardea intermedia,Intermediate Egret,Present,2
277,1970,NT,Ardeotis australis,Australian Bustard,Present,2
278,1970,NT,Arenaria interpres,Ruddy Turnstone,Vulnerable,1
279,1970,NT,Bubulcus ibis,Cattle Egret,Present,2
280,1970,NT,Burhinus grallarius,Bush Stone-curlew,Present,1
281,1970,NT,Calidris alba,Sanderling,Present,2
282,1970,NT,Calidris falcinellus,Broad-billed Sandpiper,Present,1
283,1970,NT,Calidris tenuirostris,Great Knot,Vulnerable,1
284,1970,NT,Calyptorhynchus banksii,Red-tailed Black-Cockatoo,Present,1
285,1970,NT,Canis familiaris,Domestic Dog,Present,193
286,1970,NT,Ceyx azureus,Azure Kingfisher,Present,1
287,1970,NT,Chalinolobus nigrogriseus,Hoary  Wattled Bat,Present,2
288,1970,NT,Charadrius leschenaultii,Greater Sand Plover,Vulnerable,1
289,1970,NT,Charadrius mongolus,Lesser Sand Plover,Endangered,2
290,1970,NT,Charadrius veredus,Oriental Plover,Present,1
291,1970,NT,Chlamydera maculata,Spotted Bowerbird,Present,1
292,1970,NT,Chlidonias hybrida,Whiskered Tern,Present,2
293,1970,NT,Chlidonias leucopterus,White-winged Tern,Present,4
294,1970,NT,Chloebia gouldiae,Gouldian Finch,Endangered,8
295,1970,NT,Climacteris affinis,White-browed Treecreeper,Present,2
296,1970,NT,Ctenotus pantherinus,Leopard Ctenotus,Present,3
297,1970,NT,Daphoenositta chrysoptera,Varied Sittella,Present,2
298,1970,NT,Dasyurus hallucatus,Northern Quoll,Endangered,1
299,1970,NT,Egretta garzetta,Little Egret,Present,5
300,1970,NT,Ephippiorhynchus asiaticus,Black-necked Stork,Present,4
301,1970,NT,Esacus magnirostris,Beach Stone-curlew,Present,1
302,1970,NT,Falco peregrinus,Peregrine Falcon,Present,1
303,1970,NT,Gelochelidon nilotica,Gull-billed Tern,Present,1
304,1970,NT,Geophaps smithii,Partridge Pigeon,Present,9
305,1970,NT,Glareola maldivarum,Oriental Pratincole,Present,1
306,1970,NT,Haliaeetus leucogaster,White-bellied Sea-Eagle,Present,2
307,1970,NT,Hamirostra melanosternon,Black-breasted Buzzard,Present,3
308,1970,NT,Hieraaetus morphnoides,Little Eagle,Present,1
309,1970,NT,Irediparra gallinacea,Comb-crested Jacana,Present,3
310,1970,NT,Leggadina forresti,Forrests Mouse,Present,4
311,1970,NT,Lichenostomus cratitius,Purple-gaped Honeyeater,Present,1
312,1970,NT,Limosa lapponica,Bar-tailed Godwit,Present,1
313,1970,NT,Limosa limosa,Black-tailed Godwit,Endangered,1
314,1970,NT,Lophochroa leadbeateri,Major Mitchell's Cockatoo,Present,2
315,1970,NT,Lophoictinia isura,Square-tailed Kite,Present,1
316,1970,NT,Macroderma gigas,Ghost Bat,Vulnerable,3
317,1970,NT,Macrotis lagotis,Greater Bilby,Vulnerable,1
318,1970,NT,Merops ornatus,Rainbow Bee-eater,Present,7
319,1970,NT,Mesembriomys gouldii,Black-footed Tree-rat,Present,1
320,1970,NT,Natator depressus,Flatback Turtle,Vulnerable,1
321,1970,NT,Ninox connivens,Barking Owl,Present,1
322,1970,NT,Notomys aquilo,Northern Hopping-mouse,Endangered,2
323,1970,NT,Numenius phaeopus,Whimbrel,Present,1
324,1970,NT,Osphranter antilopinus,Antilopine Wallaroo,Present,1
325,1970,NT,Osphranter robustus,Common Wallaroo,Present,1
326,1970,NT,Osphranter rufus,Red Kangaroo,Present,1
327,1970,NT,Perameles eremiana,Desert Bandicoot,Extinct,1
328,1970,NT,Pluvialis squatarola,Grey Plover,Vulnerable,2
329,1970,NT,Pseudomys hermannsburgensis,Sandy Inland Mouse,Present,3
330,1970,NT,Pseudonaja modesta,Ringed Brown Snake,Present,1
331,1970,NT,Ptilinopus regina,Rose-crowned Fruit-Dove,Present,1
332,1970,NT,Sminthopsis macroura,Stripe-faced Dunnart,Present,5
333,1970,NT,Stictonetta naevosa,Freckled Duck,Present,1
334,1970,NT,Sula leucogaster,Brown Booby,Present,1
335,1970,NT,Tadorna radjah,Radjah Shelduck,Present,2
336,1970,NT,Thalasseus bengalensis,Lesser Crested Tern,Present,1
337,1970,NT,Tiliqua multifasciata,Centralian Blue-Tongued Lizard,Present,1
338,1970,NT,Todiramphus chloris,Collared Kingfisher,Present,1
339,1970,NT,Tringa brevipes,Grey-tailed Tattler,Present,1
340,1970,NT,Tringa nebularia,Common Greenshank,Endangered,3
341,1970,NT,Tringa stagnatilis,Marsh Sandpiper,Present,1
342,1970,NT,Turnix maculosus,Red-backed Button-quail,Present,1
343,1970,NT,Tympanocryptis lineata,Canberra Grassland Earless Dragon,Critically Endangered,4
344,1970,NT,Vulpes vulpes,Red Fox,Present,10
345,1970,NT,Xenus cinereus,Terek Sandpiper,Vulnerable,1
346,1970,QLD,Acanthophis antarcticus,Common Death Adder,Present,2
347,1970,QLD,Accipiter novaehollandiae,Grey Goshawk,Present,12
348,1970,QLD,Acrobates pygmaeus,Feathertail Glider,Present,1
349,1970,QLD,Actitis hypoleucos,Common Sandpiper,Present,5
350,1970,QLD,Adelotus brevis,Tusked Frog,Present,18
351,1970,QLD,Aepyprymnus rufescens,Rufous Bettong,Present,1
352,1970,QLD,Aipysurus laevis,Olive Sea Snake,Present,3
353,1970,QLD,Aipysurus mosaicus,Mosaic Sea Snake,Present,12
354,1970,QLD,Amalosia rhombifer,Zigzag Velvet Gecko,Present,4
355,1970,QLD,Amaurornis moluccana,Pale-vented Bush-hen,Present,1
356,1970,QLD,Ambassis agassizii,Agassiz's Glassfish,Present,2
357,1970,QLD,Amytornis striatus,Striated Grasswren,Present,2
358,1970,QLD,Anous minutus,Black Noddy,Present,2
359,1970,QLD,Anseranas semipalmata,Magpie Goose,Present,3
360,1970,QLD,Antechinomys laniger,Kultarr,Present,1
361,1970,QLD,Antechinus flavipes,Yellow-footed Antechinus,Present,12
362,1970,QLD,Antigone antigone,Sarus Crane,Present,8
363,1970,QLD,Antigone rubicunda,Brolga,Present,22
364,1970,QLD,Aphelocephala leucopsis,Southern Whiteface,Vulnerable,2
365,1970,QLD,Apus pacificus,Fork-tailed Swift,Present,8
366,1970,QLD,Ardea alba,Great Egret,Present,46
367,1970,QLD,Ardea intermedia,Intermediate Egret,Present,30
368,1970,QLD,Ardenna pacifica,Wedge-tailed Shearwater,Present,4
369,1970,QLD,Ardenna tenuirostris,Short-tailed Shearwater,Present,2
370,1970,QLD,Ardeotis australis,Australian Bustard,Present,13
371,1970,QLD,Arenaria interpres,Ruddy Turnstone,Vulnerable,5
372,1970,QLD,Aythya australis,Hardhead,Present,35
373,1970,QLD,Botaurus poiciloptilus,Australasian Bittern,Endangered,2
374,1970,QLD,Bubulcus ibis,Cattle Egret,Present,11
375,1970,QLD,Burhinus grallarius,Bush Stone-curlew,Present,10
376,1970,QLD,Cacophis harriettae,White-Crowned Snake,Present,2
377,1970,QLD,Calidris acuminata,Sharp-tailed Sandpiper,Vulnerable,11
378,1970,QLD,Calidris falcinellus,Broad-billed Sandpiper,Present,1
379,1970,QLD,Calidris ferruginea,Curlew Sandpiper,Critically Endangered,7
380,1970,QLD,Calidris ruficollis,Red-necked Stint,Present,13
381,1970,QLD,Calidris tenuirostris,Great Knot,Vulnerable,2
382,1970,QLD,Calyptorhynchus banksii,Red-tailed Black-Cockatoo,Present,11
383,1970,QLD,Calyptorhynchus lathami,Glossy Black-Cockatoo,Present,8
384,1970,QLD,Canis familiaris,Domestic Dog,Present,38
385,1970,QLD,Caretta caretta,Loggerhead Turtle,Endangered,9
386,1970,QLD,Carterornis leucotis,White-eared Monarch,Present,8
387,1970,QLD,Casuarius casuarius,Southern Cassowary,Endangered,2
388,1970,QLD,Ceyx azureus,Azure Kingfisher,Present,19
389,1970,QLD,Charadrius leschenaultii,Greater Sand Plover,Vulnerable,8
390,1970,QLD,Charadrius mongolus,Lesser Sand Plover,Endangered,6
391,1970,QLD,Chelodina expansa,Broad-Shelled River Turtle,Present,1
392,1970,QLD,Chelodina longicollis,Eastern Long-necked Turtle,Present,6
393,1970,QLD,Chelonia mydas,Green Turtle,Vulnerable,1
394,1970,QLD,Chlamydera maculata,Spotted Bowerbird,Present,18
395,1970,QLD,Chlidonias hybrida,Whiskered Tern,Present,12
396,1970,QLD,Chlidonias leucopterus,White-winged Tern,Present,1
397,1970,QLD,Chroicocephalus novaehollandiae,Silver Gull,Present,26
398,1970,QLD,Circus assimilis,Spotted Harrier,Present,16
