,year,stateTerritory,ScientificName,CommonName,EPBCThreatStatus,occurrenceCount
51224,2005,QLD,Taudactylus eungellensis,Eungella Day Frog,Endangered,1
51225,2005,QLD,Taudactylus liemi,Liem's Frog,Present,3
51226,2005,QLD,Taudactylus pleione,Kroombit Tinker Frog,Critically Endangered,15
51227,2005,QLD,Tenuibranchiurus glypticus,Swamp Crayfish,Present,1
51228,2005,QLD,Thalasseus bengalensis,Lesser Crested Tern,Present,34
51229,2005,QLD,Thalasseus bergii,Greater Crested Tern,Present,159
51230,2005,QLD,Thylogale stigmatica,Red-legged Pademelon,Present,4
51231,2005,QLD,Tiliqua multifasciata,Centralian Blue-Tongued Lizard,Present,1
51232,2005,QLD,Todiramphus chloris,Collared Kingfisher,Present,61
51233,2005,QLD,Trachystoma petardi,Pinkeye Mullet,Present,4
51234,2005,QLD,Tringa brevipes,Grey-tailed Tattler,Present,60
51235,2005,QLD,Tringa glareola,Wood Sandpiper,Present,3
51236,2005,QLD,Tringa nebularia,Common Greenshank,Endangered,77
51237,2005,QLD,Tringa stagnatilis,Marsh Sandpiper,Present,90
51238,2005,QLD,Turnix maculosus,Red-backed Button-quail,Present,11
51239,2005,QLD,Turnix melanogaster,Black-breasted Button-quail,Vulnerable,15
51240,2005,QLD,Turnix olivii,Buff-breasted Button-quail,Critically Endangered,1
51241,2005,QLD,Turnix pyrrhothorax,Red-chested Button-quail,Present,10
51242,2005,QLD,Tympanocryptis condaminensis,Condamine Earless Dragon,Endangered,9
51243,2005,QLD,Tyto longimembris,Eastern Grass Owl,Present,8
51244,2005,QLD,Tyto novaehollandiae,Masked Owl,Present,13
51245,2005,QLD,Tyto tenebricosa,Sooty Owl,Present,26
51246,2005,QLD,Uperoleia rugosa,Wrinkled Toadlet,Present,19
51247,2005,QLD,Varanus mertensi,Mertens' Water Monitor,Endangered,3
51248,2005,QLD,Varanus panoptes,Yellow-spotted Monitor,Present,15
51249,2005,QLD,Vermicella annulata,Bandy Bandy (snake),Present,7
51250,2005,QLD,Vespadelus troughtoni,Eastern Cave Bat,Present,1
51251,2005,QLD,Vombatus ursinus,Bare-nosed Wombat,Present,5
51252,2005,QLD,Vulpes vulpes,Red Fox,Present,9
51253,2005,QLD,Wallabia bicolor,Swamp Wallaby,Present,25
51254,2005,QLD,Xenus cinereus,Terek Sandpiper,Vulnerable,25
51255,2005,QLD,Zanda funerea,Yellow-tailed Black-Cockatoo,Present,289
51256,2005,SA,Acanthiza iredalei,Slender-billed Thornbill,Present,18
51257,2005,SA,Acanthophis antarcticus,Common Death Adder,Present,7
51258,2005,SA,Actitis hypoleucos,Common Sandpiper,Present,46
51259,2005,SA,Aepyprymnus rufescens,Rufous Bettong,Present,3
51260,2005,SA,Amytornis barbatus,Grey Grasswren,Present,2
51261,2005,SA,Amytornis merrotsyi,Short-tailed Grasswren,Present,27
51262,2005,SA,Amytornis modestus,Thick-billed Grasswren,Vulnerable,15
51263,2005,SA,Amytornis striatus,Striated Grasswren,Present,42
51264,2005,SA,Amytornis textilis,Western Grasswren,Present,7
51265,2005,SA,Anilios endoterus,Interior Blind Snake,Present,4
51266,2005,SA,Anseranas semipalmata,Magpie Goose,Present,10
51267,2005,SA,Antaresia childreni,Children's Python,Present,1
51268,2005,SA,Antechinomys laniger,Kultarr,Present,14
51269,2005,SA,Antechinus flavipes,Yellow-footed Antechinus,Present,13
51270,2005,SA,Antechinus minimus,Swamp Antechinus,Present,30
51271,2005,SA,Antigone rubicunda,Brolga,Present,27
51272,2005,SA,Antipodia atralba,Black and White Skipper,Present,2
51273,2005,SA,Aphelocephala leucopsis,Southern Whiteface,Vulnerable,384
51274,2005,SA,Aprasia inaurita,Pink-nosed Worm-lizard,Present,17
51275,2005,SA,Aprasia striolata,a legless lizard,Present,10
51276,2005,SA,Apus pacificus,Fork-tailed Swift,Present,26
51277,2005,SA,Arctocephalus forsteri,Long-nosed Fur-seal,Present,42
51278,2005,SA,Arctocephalus pusillus,Australian Fur-seal,Present,7
51279,2005,SA,Arctocephalus tropicalis,Subantarctic Fur-seal,Endangered,9
51280,2005,SA,Ardea alba,Great Egret,Present,360
51281,2005,SA,Ardea intermedia,Intermediate Egret,Present,24
51282,2005,SA,Ardenna carneipes,Flesh-footed Shearwater,Present,2
51283,2005,SA,Ardenna tenuirostris,Short-tailed Shearwater,Present,3
51284,2005,SA,Ardeotis australis,Australian Bustard,Present,40
51285,2005,SA,Arenaria interpres,Ruddy Turnstone,Vulnerable,20
51286,2005,SA,Austrelaps labialis,Pygmy Copperhead,Present,1
51287,2005,SA,Aythya australis,Hardhead,Present,485
51288,2005,SA,Botaurus poiciloptilus,Australasian Bittern,Endangered,8
51289,2005,SA,Bubulcus ibis,Cattle Egret,Present,24
51290,2005,SA,Burhinus grallarius,Bush Stone-curlew,Present,61
51291,2005,SA,Calamanthus campestris,Rufous Fieldwren,Present,43
51292,2005,SA,Calamanthus fuliginosus,Striated Fieldwren,Present,4
51293,2005,SA,Calidris acuminata,Sharp-tailed Sandpiper,Vulnerable,327
51294,2005,SA,Calidris alba,Sanderling,Present,34
51295,2005,SA,Calidris canutus,Red Knot,Vulnerable,16
51296,2005,SA,Calidris ferruginea,Curlew Sandpiper,Critically Endangered,151
51297,2005,SA,Calidris ruficollis,Red-necked Stint,Present,286
51298,2005,SA,Calidris tenuirostris,Great Knot,Vulnerable,17
51299,2005,SA,Calyptorhynchus banksii,Red-tailed Black-Cockatoo,Present,73
51300,2005,SA,Calyptorhynchus lathami,Glossy Black-Cockatoo,Present,4
51301,2005,SA,Canis familiaris,Domestic Dog,Present,64
51302,2005,SA,Cercartetus concinnus,Western Pygmy-possum,Present,25
51303,2005,SA,Cercartetus nanus,Eastern Pygmy-possum,Present,2
51304,2005,SA,Certhionyx variegatus,Pied Honeyeater,Present,42
51305,2005,SA,Ceyx azureus,Azure Kingfisher,Present,2
51306,2005,SA,Charadrius bicinctus,Double-banded Plover,Present,36
51307,2005,SA,Charadrius mongolus,Lesser Sand Plover,Endangered,2
51308,2005,SA,Charadrius veredus,Oriental Plover,Present,2
51309,2005,SA,Chelodina expansa,Broad-Shelled River Turtle,Present,6
51310,2005,SA,Chelodina longicollis,Eastern Long-necked Turtle,Present,53
51311,2005,SA,Chlidonias hybrida,Whiskered Tern,Present,410
51312,2005,SA,Chlidonias leucopterus,White-winged Tern,Present,17
51313,2005,SA,Chroicocephalus novaehollandiae,Silver Gull,Present,1175
51314,2005,SA,Cinclosoma castanotum,Chestnut Quail-thrush,Present,68
51315,2005,SA,Circus assimilis,Spotted Harrier,Present,40
51316,2005,SA,Cladorhynchus leucocephalus,Banded Stilt,Present,86
51317,2005,SA,Climacteris affinis,White-browed Treecreeper,Present,22
51318,2005,SA,Climacteris picumnus,Brown Treecreeper,Present,430
51319,2005,SA,Coracina maxima,Ground Cuckoo-shrike,Present,21
51320,2005,SA,Craterocephalus fluviatilis,Murray Hardyhead,Endangered,43
51321,2005,SA,Crinia riparia,Streambank Froglet,Present,2
51322,2005,SA,Ctenophorus decresii,Tawny Dragon,Present,12
51323,2005,SA,Ctenotus pantherinus,Leopard Ctenotus,Present,12
51324,2005,SA,Daphoenositta chrysoptera,Varied Sittella,Present,157
51325,2005,SA,Dasycercus cristicauda,Crest-tailed Mulgara,Present,1
51326,2005,SA,Dasyornis broadbenti,Rufous Bristlebird,Present,2
51327,2005,SA,Delma australis,a legless lizard,Present,91
51328,2005,SA,Delma impar,Striped Legless Lizard,Vulnerable,63
51329,2005,SA,Delphinus delphis,Common Dolphin,Present,93
51330,2005,SA,Diplodactylus conspicillatus,Western Fat-tailed Gecko,Present,48
51331,2005,SA,Drymodes brunneopygia,Southern Scrub-robin,Present,101
51332,2005,SA,Drysdalia mastersii,Masters' Snake,Present,7
51333,2005,SA,Egretta garzetta,Little Egret,Present,119
51334,2005,SA,Emydura macquarii,Murray Turtle,Present,2
51335,2005,SA,Epthianura albifrons,White-fronted Chat,Present,209
51336,2005,SA,Epthianura crocea,Yellow Chat,Present,2
51337,2005,SA,Eubalaena australis,Southern Right Whale,Endangered,3
51338,2005,SA,Eudyptula minor,Little Penguin,Present,82
51339,2005,SA,Eulamprus heatwolei,Yellow-bellied /water-skink,Present,1
51340,2005,SA,Falco hypoleucos,Grey Falcon,Vulnerable,7
51341,2005,SA,Falco peregrinus,Peregrine Falcon,Present,41
51342,2005,SA,Falco subniger,Black Falcon,Present,41
51343,2005,SA,Falsistrellus tasmaniensis,Eastern Falsistrelle,Present,2
51344,2005,SA,Fulmarus glacialoides,Southern Fulmar,Present,7
51345,2005,SA,Galaxiella toourtkoourt,Little Galaxias,Present,1
51346,2005,SA,Gallinago hardwickii,Latham's Snipe,Vulnerable,23
51347,2005,SA,Gelochelidon nilotica,Gull-billed Tern,Present,16
51348,2005,SA,Geopelia cuneata,Diamond Dove,Present,27
51349,2005,SA,Glareola maldivarum,Oriental Pratincole,Present,4
51350,2005,SA,Grantiella picta,Painted Honeyeater,Vulnerable,1
51351,2005,SA,Haematopus fuliginosus,Sooty Oystercatcher,Present,78
51352,2005,SA,Haematopus longirostris,Pied Oystercatcher,Present,169
51353,2005,SA,Haliaeetus leucogaster,White-bellied Sea-Eagle,Present,8
51354,2005,SA,Halobaena caerulea,Blue Petrel,Vulnerable,2
51355,2005,SA,Hamirostra melanosternon,Black-breasted Buzzard,Present,13
51356,2005,SA,Hemiergis millewae,a skink,Present,3
51357,2005,SA,Hieraaetus morphnoides,Little Eagle,Present,94
51358,2005,SA,Hirundapus caudacutus,White-throated Needletail,Vulnerable,15
51359,2005,SA,Hydroprogne caspia,Caspian Tern,Present,537
51360,2005,SA,Hydrurga leptonyx,Leopard Seal,Present,1
51361,2005,SA,Hylacola cauta,Shy Heathwren,Present,44
51362,2005,SA,Hylacola pyrrhopygia,Chestnut-rumped Heathwren,Present,28
51363,2005,SA,Isoodon obesulus,Southern Brown Bandicoot,Present,82
51364,2005,SA,Jalmenus icilius,Amethyst Hairstreak,Present,3
51365,2005,SA,Lalage tricolor,White-winged Triller,Present,59
51366,2005,SA,Larus dominicanus,Kelp Gull,Present,6
51367,2005,SA,Larus pacificus,Pacific Gull,Present,107
51368,2005,SA,Lasiorhinus latifrons,Southern Hairy-nosed Wombat,Present,38
51369,2005,SA,Lathamus discolor,Swift Parrot,Critically Endangered,3
51370,2005,SA,Leggadina forresti,Forrests Mouse,Present,8
51371,2005,SA,Leipoa ocellata,Malleefowl,Vulnerable,35
51372,2005,SA,Lerista muelleri,a skink,Present,10
51373,2005,SA,Lewinia pectoralis,Lewin's Rail,Present,3
51374,2005,SA,Lichenostomus cratitius,Purple-gaped Honeyeater,Present,39
51375,2005,SA,Limnodynastes peronii,Brown-striped Frog,Present,34
51376,2005,SA,Limosa lapponica,Bar-tailed Godwit,Present,79
51377,2005,SA,Limosa limosa,Black-tailed Godwit,Endangered,42
51378,2005,SA,Liopholis kintorei,Great Desert Skink,Vulnerable,90
51379,2005,SA,Liopholis multiscutata,Bull Skink,Present,2
51380,2005,SA,Lissolepis coventryi,Swamp Skink,Endangered,2
51381,2005,SA,Litoria raniformis,Southern Bell Frog,Vulnerable,106
51382,2005,SA,Lophochroa leadbeateri,Major Mitchell's Cockatoo,Present,32
51383,2005,SA,Lophoictinia isura,Square-tailed Kite,Present,1
51384,2005,SA,Macronectes giganteus,Southern Giant-Petrel,Endangered,2
51385,2005,SA,Macronectes halli,Northern Giant Petrel,Vulnerable,3
51386,2005,SA,Macropus fuliginosus,Western Grey Kangaroo,Present,515
51387,2005,SA,Macrotis lagotis,Greater Bilby,Vulnerable,8622
51388,2005,SA,Manorina melanotis,Black-eared Miner,Endangered,8
51389,2005,SA,Megaptera novaeangliae,Humpback Whale,Present,1
51390,2005,SA,Melanodryas cucullata,Hooded Robin,Present,228
51391,2005,SA,Melanotaenia fluviatilis,Murray River Rainbowfish,Present,325
51392,2005,SA,Merops ornatus,Rainbow Bee-eater,Present,200
51393,2005,SA,Mesoplodon layardii,Strap-toothed Beaked Whale,Present,6
51394,2005,SA,Mogurnda adspersa,Southern Purple-spotted Gudgeon,Present,1
51395,2005,SA,Morelia spilota,Diamond Python,Present,5
51396,2005,SA,Morethia adelaidensis,Saltbush Morethia Skink,Present,53
51397,2005,SA,Morus serrator,Australasian Gannet,Present,19
51398,2005,SA,Myiagra cyanoleuca,Satin Flycatcher,Present,5
51399,2005,SA,Nannoperca australis,Southern Pygmy Perch,Present,51
51400,2005,SA,Nannoperca obscura,Yarra Pygmy Perch,Endangered,12
51401,2005,SA,Neobatrachus pictus,Painted Frog,Present,39
51402,2005,SA,Neophema chrysostoma,Blue-winged Parrot,Vulnerable,49
51403,2005,SA,Neophema splendida,Scarlet-chested Parrot,Present,6
51404,2005,SA,Neophoca cinerea,Australian Sea-lion,Endangered,58
51405,2005,SA,Ninox connivens,Barking Owl,Present,1
51406,2005,SA,Ninox strenua,Powerful Owl,Present,7
51407,2005,SA,Nothomyrmecia macrops,Dinosaur Ant,Present,1
51408,2005,SA,Notomys fuscus,Dusky Hopping-mouse,Vulnerable,1
51409,2005,SA,Notomys mitchellii,Mitchell's Hopping-mouse,Present,66
51410,2005,SA,Notoryctes typhlops,Itjaritjari,Present,2
51411,2005,SA,Numenius madagascariensis,Eastern Curlew,Critically Endangered,27
51412,2005,SA,Numenius phaeopus,Whimbrel,Present,7
51413,2005,SA,Nyctophilus gouldi,Gould's Long-eared Bat,Present,2
51414,2005,SA,Ogyris otanes,Brown Azure,Present,14
51415,2005,SA,Oreoica gutturalis,Crested Bellbird,Present,269
51416,2005,SA,Oryctolagus cuniculus,Rabbit,Present,243
51417,2005,SA,Osphranter robustus,Common Wallaroo,Present,1619
51418,2005,SA,Osphranter rufus,Red Kangaroo,Present,1298
51419,2005,SA,Oxyura australis,Blue-billed Duck,Present,81
51420,2005,SA,Pachycephala inornata,Gilbert's Whistler,Present,70
51421,2005,SA,Pachycephala olivacea,Olive Whistler,Present,3
51422,2005,SA,Pachycephala rufogularis,Red-lored Whistler,Vulnerable,8
51423,2005,SA,Pachyptila turtur,Fairy Prion,Present,3
51424,2005,SA,Pandion haliaetus,Osprey,Present,4
51425,2005,SA,Parvipsitta porphyrocephala,Purple-crowned Lorikeet,Present,461
51426,2005,SA,Parvipsitta pusilla,Little Lorikeet,Present,1
51427,2005,SA,Pelagodroma marina,White-faced Storm-Petrel,Present,1
51428,2005,SA,Petaurus australis,Yellow-bellied Glider,Present,3
51429,2005,SA,Petrogale xanthopus,Yellow-footed Rock-wallaby,Present,605
51430,2005,SA,Petroica boodang,Scarlet Robin,Present,235
51431,2005,SA,Petroica phoenicea,Flame Robin,Present,10
51432,2005,SA,Phalacrocorax fuscescens,Black-faced Cormorant,Present,65
51433,2005,SA,Phaps histrionica,Flock Bronzewing,Present,5
51434,2005,SA,Phascolarctos cinereus,Koala,Present,101
51435,2005,SA,Phoebetria fusca,Sooty Albatross,Vulnerable,3
51436,2005,SA,Planigale gilesi,Paucident Planigale,Present,8
51437,2005,SA,Pluvialis fulva,Pacific Golden Plover,Present,56
51438,2005,SA,Pluvialis squatarola,Grey Plover,Vulnerable,31
51439,2005,SA,Podiceps cristatus,Great Crested Grebe,Present,291
51440,2005,SA,Pomatostomus temporalis,Grey-crowned Babbler,Present,13
51441,2005,SA,Potorous tridactylus,Long-nosed Potoroo,Present,1
51442,2005,SA,Procellaria cinerea,Grey Petrel,Present,2
51443,2005,SA,Pseudemoia rawlinsoni,Glossy Grass Skink,Present,43
51444,2005,SA,Pseudomys apodemoides,Silky Mouse,Present,6
51445,2005,SA,Pseudomys australis,Plains Rat,Vulnerable,2
51446,2005,SA,Pseudomys bolami,Poonta,Present,99
51447,2005,SA,Pseudomys desertor,Desert Mouse,Present,2
51448,2005,SA,Pseudomys hermannsburgensis,Sandy Inland Mouse,Present,120
51449,2005,SA,Pseudonaja modesta,Ringed Brown Snake,Present,12
51450,2005,SA,Pseudophryne bibronii,Brown Toadlet,Present,13
51451,2005,SA,Pseudorca crassidens,False Killer Whale,Present,1
51452,2005,SA,Psophodes nigrogularis,Western Whipbird,Present,1
51453,2005,SA,Pterodroma inexpectata,Mottled Petrel,Present,4
51454,2005,SA,Pugnaso curtirostris,Pugnose Pipefish,Present,1
51455,2005,SA,Pygopus nigriceps,Black-headed Scaly Foot,Present,2
51456,2005,SA,Pyrrholaemus brunneus,Redthroat,Present,146
51457,2005,SA,Rhynchoedura ornata,Western Beaked Gecko,Present,140
51458,2005,SA,Rostratula australis,Australian Painted Snipe,Endangered,1
51459,2005,SA,Setirostris eleryi,Bristle-faced Free-tailed Bat,Present,4
51460,2005,SA,Sminthopsis macroura,Stripe-faced Dunnart,Present,85
51461,2005,SA,Sminthopsis psammophila,Sandhill Dunnart,Endangered,4
51462,2005,SA,Stagonopleura guttata,Diamond Firetail,Vulnerable,489
51463,2005,SA,Stercorarius parasiticus,Arctic Jaeger,Present,1
51464,2005,SA,Sterna hirundo,Common Tern,Present,1
51465,2005,SA,Sterna striata,White-fronted Tern,Present,3
51466,2005,SA,Sternula albifrons,Little Tern,Vulnerable,6
51467,2005,SA,Sternula nereis,Fairy Tern,Present,77
51468,2005,SA,Stictonetta naevosa,Freckled Duck,Present,115
51469,2005,SA,Stipiturus malachurus,Southern Emu-wren,Present,84
51470,2005,SA,Strophurus elderi,Jewelled Gecko,Present,2
51471,2005,SA,Struthidea cinerea,Apostlebird,Present,71
51472,2005,SA,Sus scrofa,Pig,Present,80
51473,2005,SA,Suta flagellum,Little Whip Snake,Present,5
51474,2005,SA,Suta spectabilis,Mallee Black-headed Snake,Present,4
51475,2005,SA,Tachyglossus aculeatus,Short-beaked Echidna,Present,56
51476,2005,SA,Tadorna tadornoides,Australian Shelduck,Present,619
51477,2005,SA,Tandanus tandanus,Freshwater Catfish,Present,11
51478,2005,SA,Thalassarche cauta,Shy Albatross,Endangered,1
51479,2005,SA,Thalasseus bergii,Greater Crested Tern,Present,430
51480,2005,SA,Thinornis cucullatus,Hooded Plover,Present,48
51481,2005,SA,Tiliqua adelaidensis,Pygmy Blue-tongue Lizard,Endangered,1
51482,2005,SA,Tiliqua occipitalis,Western Blue-Tongued Lizard,Present,16
51483,2005,SA,Tringa brevipes,Grey-tailed Tattler,Present,4
51484,2005,SA,Tringa glareola,Wood Sandpiper,Present,41
51485,2005,SA,Tringa nebularia,Common Greenshank,Endangered,408
51486,2005,SA,Tringa stagnatilis,Marsh Sandpiper,Present,81
51487,2005,SA,Tursiops aduncus,Indian Ocean Bottlenose Dolphin,Present,27
51488,2005,SA,Tympanocryptis lineata,Canberra Grassland Earless Dragon,Critically Endangered,16
51489,2005,SA,Tympanocryptis petersi,Lined Earless Dragon,Present,1
51490,2005,SA,Vanacampus phillipi,Port Phillip Pipefish,Present,8
51491,2005,SA,Vanacampus poecilolaemus,Longsnout Pipefish,Present,1
51492,2005,SA,Varanus rosenbergi,Rosenberg's Goanna,Present,4
51493,2005,SA,Vespadelus baverstocki,Inland Forest Bat,Present,45
51494,2005,SA,Vombatus ursinus,Bare-nosed Wombat,Present,1
51495,2005,SA,Vulpes vulpes,Red Fox,Present,69
51496,2005,SA,Wallabia bicolor,Swamp Wallaby,Present,7
51497,2005,SA,Xenus cinereus,Terek Sandpiper,Vulnerable,9
51498,2005,SA,Zanda funerea,Yellow-tailed Black-Cockatoo,Present,449
51499,2005,TAS,Accipiter novaehollandiae,Grey Goshawk,Present,48
51500,2005,TAS,Actitis hypoleucos,Common Sandpiper,Present,3
51501,2005,TAS,Ardea alba,Great Egret,Present,3
51502,2005,TAS,Ardenna tenuirostris,Short-tailed Shearwater,Present,27
51503,2005,TAS,Arenaria interpres,Ruddy Turnstone,Vulnerable,18
51504,2005,TAS,Aythya australis,Hardhead,Present,31
51505,2005,TAS,Botaurus poiciloptilus,Australasian Bittern,Endangered,1
51506,2005,TAS,Bubulcus ibis,Cattle Egret,Present,47
51507,2005,TAS,Calamanthus fuliginosus,Striated Fieldwren,Present,54
51508,2005,TAS,Calidris acuminata,Sharp-tailed Sandpiper,Vulnerable,11
51509,2005,TAS,Calidris alba,Sanderling,Present,1
51510,2005,TAS,Calidris ferruginea,Curlew Sandpiper,Critically Endangered,6
51511,2005,TAS,Calidris ruficollis,Red-necked Stint,Present,16
51512,2005,TAS,Caperea marginata,Pygmy Right Whale,Present,1
51513,2005,TAS,Ceyx azureus,Azure Kingfisher,Present,3
51514,2005,TAS,Charadrius bicinctus,Double-banded Plover,Present,27
51515,2005,TAS,Charadrius leschenaultii,Greater Sand Plover,Vulnerable,1
51516,2005,TAS,Chroicocephalus novaehollandiae,Silver Gull,Present,249
51517,2005,TAS,Cladorhynchus leucocephalus,Banded Stilt,Present,1
51518,2005,TAS,Delphinus delphis,Common Dolphin,Present,4
51519,2005,TAS,Egretta garzetta,Little Egret,Present,4
51520,2005,TAS,Epthianura albifrons,White-fronted Chat,Present,77
51521,2005,TAS,Eudyptula minor,Little Penguin,Present,27
51522,2005,TAS,Falco peregrinus,Peregrine Falcon,Present,24
51523,2005,TAS,Gallinago hardwickii,Latham's Snipe,Vulnerable,12
51524,2005,TAS,Gazameda gunnii,Gunn's Screw Shell,Present,7
51525,2005,TAS,Globicephala melas,Long-finned Pilot Whale,Present,40
51526,2005,TAS,Haematopus fuliginosus,Sooty Oystercatcher,Present,78
51527,2005,TAS,Haematopus longirostris,Pied Oystercatcher,Present,133
51528,2005,TAS,Haliaeetus leucogaster,White-bellied Sea-Eagle,Present,127
51529,2005,TAS,Halobaena caerulea,Blue Petrel,Vulnerable,2
51530,2005,TAS,Hirundapus caudacutus,White-throated Needletail,Vulnerable,6
51531,2005,TAS,Hoplogonus simsoni,Simson's Stag Beetle,Vulnerable,1
51532,2005,TAS,Hoplogonus vanderschoori,Vanderschoor's Stag Beetle,Vulnerable,1
51533,2005,TAS,Hydroprogne caspia,Caspian Tern,Present,26
51534,2005,TAS,Larus dominicanus,Kelp Gull,Present,82
51535,2005,TAS,Larus pacificus,Pacific Gull,Present,202
51536,2005,TAS,Lathamus discolor,Swift Parrot,Critically Endangered,5
51537,2005,TAS,Limosa lapponica,Bar-tailed Godwit,Present,8
51538,2005,TAS,Lissotes latidens,Broad-toothed Stag Beetle,Endangered,3
51539,2005,TAS,Macronectes giganteus,Southern Giant-Petrel,Endangered,1
51540,2005,TAS,Macronectes halli,Northern Giant Petrel,Vulnerable,1
51541,2005,TAS,Megaptera novaeangliae,Humpback Whale,Present,1
51542,2005,TAS,Mesoplodon hectori,Hector's Beaked Whale,Present,1
51543,2005,TAS,Morus serrator,Australasian Gannet,Present,80
51544,2005,TAS,Myiagra cyanoleuca,Satin Flycatcher,Present,57
51545,2005,TAS,Neophema chrysostoma,Blue-winged Parrot,Vulnerable,37
51546,2005,TAS,Numenius madagascariensis,Eastern Curlew,Critically Endangered,4
51547,2005,TAS,Numenius phaeopus,Whimbrel,Present,1
51548,2005,TAS,Ornithorhynchus anatinus,Platypus,Present,10
51549,2005,TAS,Oryctolagus cuniculus,Rabbit,Present,2
51550,2005,TAS,Oxyura australis,Blue-billed Duck,Present,5
51551,2005,TAS,Pachycephala olivacea,Olive Whistler,Present,65
51552,2005,TAS,Pardalotus quadragintus,Forty-spotted Pardalote,Endangered,10
51553,2005,TAS,Perameles gunnii,Eastern Barred Bandicoot,Present,1
51554,2005,TAS,Petroica boodang,Scarlet Robin,Present,204
51555,2005,TAS,Petroica phoenicea,Flame Robin,Present,95
51556,2005,TAS,Petroica rodinogaster,Pink Robin,Present,56
51557,2005,TAS,Pezoporus wallicus,Eastern Ground Parrot,Present,5
51558,2005,TAS,Phalacrocorax fuscescens,Black-faced Cormorant,Present,90
51559,2005,TAS,Phyllopteryx taeniolatus,Common Seadragon,Present,1
51560,2005,TAS,Physeter macrocephalus,Sperm Whale,Present,3
51561,2005,TAS,Pluvialis fulva,Pacific Golden Plover,Present,8
51562,2005,TAS,Podiceps cristatus,Great Crested Grebe,Present,8
51563,2005,TAS,Sarcophilus harrisii,Tasmanian Devil,Endangered,3
51564,2005,TAS,Stercorarius antarcticus,Brown Skua,Present,1
51565,2005,TAS,Stercorarius parasiticus,Arctic Jaeger,Present,1
51566,2005,TAS,Sterna striata,White-fronted Tern,Present,3
51567,2005,TAS,Sternula nereis,Fairy Tern,Present,5
51568,2005,TAS,Stipiturus malachurus,Southern Emu-wren,Present,16
51569,2005,TAS,Tadorna tadornoides,Australian Shelduck,Present,116
51570,2005,TAS,Thalassarche cauta,Shy Albatross,Endangered,12
51571,2005,TAS,Thalassarche melanophris,Black-browed Albatross,Vulnerable,6
51572,2005,TAS,Thalasseus bergii,Greater Crested Tern,Present,96
51573,2005,TAS,Thinornis cucullatus,Hooded Plover,Present,10
51574,2005,TAS,Thylogale billardierii,Tasmanian Pademelon,Present,2
51575,2005,TAS,Tringa brevipes,Grey-tailed Tattler,Present,2
51576,2005,TAS,Tringa nebularia,Common Greenshank,Endangered,5
51577,2005,TAS,Tringa stagnatilis,Marsh Sandpiper,Present,1
51578,2005,TAS,Zanda funerea,Yellow-tailed Black-Cockatoo,Present,178
51579,2005,TAS,Ziphius cavirostris,Cuvier's Beaked Whale,Present,1
51580,2005,VIC,Acanthiza iredalei,Slender-billed Thornbill,Present,8
51581,2005,VIC,Accipiter novaehollandiae,Grey Goshawk,Present,43
51582,2005,VIC,Acrobates pygmaeus,Feathertail Glider,Present,2
51583,2005,VIC,Actitis hypoleucos,Common Sandpiper,Present,25
51584,2005,VIC,Amytornis striatus,Striated Grasswren,Present,14
51585,2005,VIC,Anseranas semipalmata,Magpie Goose,Present,69
51586,2005,VIC,Antechinus agilis,Agile Antechinus,Present,172
51587,2005,VIC,Antechinus flavipes,Yellow-footed Antechinus,Present,139
51588,2005,VIC,Antechinus minimus,Swamp Antechinus,Present,36
51589,2005,VIC,Anthochaera phrygia,Regent Honeyeater,Critically Endangered,7
51590,2005,VIC,Antigone rubicunda,Brolga,Present,134
51591,2005,VIC,Antipodia atralba,Black and White Skipper,Present,1
51592,2005,VIC,Aphelocephala leucopsis,Southern Whiteface,Vulnerable,241
51593,2005,VIC,Aprasia inaurita,Pink-nosed Worm-lizard,Present,4
51594,2005,VIC,Aprasia striolata,a legless lizard,Present,5
51595,2005,VIC,Apus pacificus,Fork-tailed Swift,Present,66
51596,2005,VIC,Ardea alba,Great Egret,Present,366
51597,2005,VIC,Ardea intermedia,Intermediate Egret,Present,33
51598,2005,VIC,Ardenna tenuirostris,Short-tailed Shearwater,Present,401
51599,2005,VIC,Ardeotis australis,Australian Bustard,Present,8
51600,2005,VIC,Arenaria interpres,Ruddy Turnstone,Vulnerable,33
51601,2005,VIC,Aythya australis,Hardhead,Present,1056
51602,2005,VIC,Bidyanus bidyanus,Silver Perch,Endangered,19
51603,2005,VIC,Botaurus poiciloptilus,Australasian Bittern,Endangered,30
51604,2005,VIC,Bubulcus ibis,Cattle Egret,Present,140
51605,2005,VIC,Burhinus grallarius,Bush Stone-curlew,Present,18
51606,2005,VIC,Burramys parvus,Mountain Pygmy-possum,Endangered,50
51607,2005,VIC,Calamanthus campestris,Rufous Fieldwren,Present,13
51608,2005,VIC,Calamanthus fuliginosus,Striated Fieldwren,Present,270
51609,2005,VIC,Calidris acuminata,Sharp-tailed Sandpiper,Vulnerable,357
51610,2005,VIC,Calidris alba,Sanderling,Present,20
51611,2005,VIC,Calidris canutus,Red Knot,Vulnerable,32
51612,2005,VIC,Calidris falcinellus,Broad-billed Sandpiper,Present,2
51613,2005,VIC,Calidris ferruginea,Curlew Sandpiper,Critically Endangered,117
51614,2005,VIC,Calidris ruficollis,Red-necked Stint,Present,401
51615,2005,VIC,Calidris tenuirostris,Great Knot,Vulnerable,5
