taxon_id,common_name,scientific_name,image_url,month,total_count
323555,Tau Emerald,Hemicordulia tau,https://inaturalist-open-data.s3.amazonaws.com/photos/11282373/medium.jpg,2,651
323555,Tau Emerald,Hemicordulia tau,https://inaturalist-open-data.s3.amazonaws.com/photos/11282373/medium.jpg,3,585
323555,Tau Emerald,Hemicordulia tau,https://inaturalist-open-data.s3.amazonaws.com/photos/11282373/medium.jpg,4,359
323555,Tau Emerald,Hemicordulia tau,https://inaturalist-open-data.s3.amazonaws.com/photos/11282373/medium.jpg,9,736
323555,Tau Emerald,Hemicordulia tau,https://inaturalist-open-data.s3.amazonaws.com/photos/11282373/medium.jpg,10,959
323555,Tau Emerald,Hemicordulia tau,https://inaturalist-open-data.s3.amazonaws.com/photos/11282373/medium.jpg,11,921
323555,Tau Emerald,Hemicordulia tau,https://inaturalist-open-data.s3.amazonaws.com/photos/11282373/medium.jpg,12,1031
323558,Blue-spotted Hawker,Adversaeschna brevistyla,https://inaturalist-open-data.s3.amazonaws.com/photos/345156250/medium.jpg,1,929
323558,Blue-spotted Hawker,Adversaeschna brevistyla,https://inaturalist-open-data.s3.amazonaws.com/photos/345156250/medium.jpg,2,559
323558,Blue-spotted Hawker,Adversaeschna brevistyla,https://inaturalist-open-data.s3.amazonaws.com/photos/345156250/medium.jpg,3,307
323558,Blue-spotted Hawker,Adversaeschna brevistyla,https://inaturalist-open-data.s3.amazonaws.com/photos/345156250/medium.jpg,11,564
323558,Blue-spotted Hawker,Adversaeschna brevistyla,https://inaturalist-open-data.s3.amazonaws.com/photos/345156250/medium.jpg,12,800
323615,Graphic Flutterer,Rhyothemis graphiptera,https://inaturalist-open-data.s3.amazonaws.com/photos/92383153/medium.jpeg,1,532
323615,Graphic Flutterer,Rhyothemis graphiptera,https://inaturalist-open-data.s3.amazonaws.com/photos/92383153/medium.jpeg,2,313
323615,Graphic Flutterer,Rhyothemis graphiptera,https://inaturalist-open-data.s3.amazonaws.com/photos/92383153/medium.jpeg,11,325
323615,Graphic Flutterer,Rhyothemis graphiptera,https://inaturalist-open-data.s3.amazonaws.com/photos/92383153/medium.jpeg,12,512
